order_var,article_title,scrape_date
5,What a Trump second term would look like,2023-11-05T08:21:07Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:21:07Z
7,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:21:07Z
8,Rafah border crossing fails to open for foreigners,2023-11-05T08:21:07Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T08:21:07Z
10,US acknowledges flying unarmed drones over Gaza,2023-11-05T08:21:07Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:26:08Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:26:08Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:26:08Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:26:08Z
5,What a Trump second term would look like,2023-11-05T08:26:08Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:26:08Z
7,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:26:08Z
8,Rafah border crossing fails to open for foreigners,2023-11-05T08:26:08Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T08:26:08Z
10,US acknowledges flying unarmed drones over Gaza,2023-11-05T08:26:08Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:31:08Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:31:08Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:31:08Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:31:08Z
5,What a Trump second term would look like,2023-11-05T08:31:08Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:31:08Z
7,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:31:08Z
8,Rafah border crossing fails to open for foreigners,2023-11-05T08:31:08Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T08:31:08Z
10,US acknowledges flying unarmed drones over Gaza,2023-11-05T08:31:08Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:36:09Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:36:09Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:36:09Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:36:09Z
5,What a Trump second term would look like,2023-11-05T08:36:09Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:36:09Z
7,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:36:09Z
8,Rafah border crossing fails to open for foreigners,2023-11-05T08:36:09Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T08:36:09Z
10,US acknowledges flying unarmed drones over Gaza,2023-11-05T08:36:09Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:41:10Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:41:10Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:41:10Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:41:10Z
5,What a Trump second term would look like,2023-11-05T08:41:10Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:41:10Z
7,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T08:41:10Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:41:10Z
9,Rafah border crossing fails to open for foreigners,2023-11-05T08:41:10Z
10,Woman accuses Brand of sexual assault on film set,2023-11-05T08:41:10Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:46:11Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:46:11Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:46:11Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:46:11Z
5,What a Trump second term would look like,2023-11-05T08:46:11Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:46:11Z
7,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T08:46:11Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:46:11Z
9,Rafah border crossing fails to open for foreigners,2023-11-05T08:46:11Z
10,Woman accuses Brand of sexual assault on film set,2023-11-05T08:46:11Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:51:12Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:51:12Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:51:12Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:51:12Z
5,What a Trump second term would look like,2023-11-05T08:51:12Z
6,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:51:12Z
7,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T08:51:12Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:51:12Z
9,Rafah border crossing fails to open for foreigners,2023-11-05T08:51:12Z
10,Woman accuses Brand of sexual assault on film set,2023-11-05T08:51:12Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T08:56:12Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T08:56:12Z
3,Four surprises that could upend the 2024 US election,2023-11-05T08:56:12Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T08:56:12Z
5,What a Trump second term would look like,2023-11-05T08:56:12Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T08:56:12Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T08:56:12Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T08:56:12Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T08:56:12Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T08:56:12Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:01:14Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:01:14Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:01:14Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:01:14Z
5,What a Trump second term would look like,2023-11-05T09:01:14Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:01:14Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:01:14Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:01:14Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:01:14Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:01:14Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:06:16Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:06:16Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:06:16Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:06:16Z
5,What a Trump second term would look like,2023-11-05T09:06:16Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:06:16Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:06:16Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:06:16Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:06:16Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:06:16Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:11:17Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:11:17Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:11:17Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:11:17Z
5,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:11:17Z
6,What a Trump second term would look like,2023-11-05T09:11:17Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:11:17Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:11:17Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:11:17Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:11:17Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:16:18Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:16:18Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:16:18Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:16:18Z
5,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:16:18Z
6,What a Trump second term would look like,2023-11-05T09:16:18Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:16:18Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:16:18Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:16:18Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:16:18Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:21:19Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:21:19Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:21:19Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:21:19Z
5,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:21:19Z
6,What a Trump second term would look like,2023-11-05T09:21:19Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:21:19Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:21:19Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:21:19Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:21:19Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:26:20Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:26:20Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:26:20Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:26:20Z
5,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:26:20Z
6,What a Trump second term would look like,2023-11-05T09:26:20Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:26:20Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:26:20Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:26:20Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:26:20Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:31:20Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:31:20Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:31:20Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:31:20Z
5,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:31:20Z
6,What a Trump second term would look like,2023-11-05T09:31:20Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:31:20Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:31:20Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:31:20Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:31:20Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:36:21Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:36:21Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:36:21Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:36:21Z
5,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:36:21Z
6,What a Trump second term would look like,2023-11-05T09:36:21Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:36:21Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:36:21Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:36:21Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:36:21Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:41:22Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:41:22Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:41:22Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:41:22Z
5,What a Trump second term would look like,2023-11-05T09:41:22Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:41:22Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:41:22Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:41:22Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:41:22Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:41:22Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:46:23Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:46:23Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:46:23Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:46:23Z
5,What a Trump second term would look like,2023-11-05T09:46:23Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:46:23Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:46:23Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:46:23Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:46:23Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:46:23Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:51:24Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:51:24Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:51:24Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:51:24Z
5,What a Trump second term would look like,2023-11-05T09:51:24Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:51:24Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:51:24Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:51:24Z
9,Woman accuses Brand of sexual assault on film set,2023-11-05T09:51:24Z
10,Matthew Perry buried in private ceremony - US media,2023-11-05T09:51:24Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T09:56:25Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T09:56:25Z
3,Four surprises that could upend the 2024 US election,2023-11-05T09:56:25Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T09:56:25Z
5,What a Trump second term would look like,2023-11-05T09:56:25Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T09:56:25Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T09:56:25Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T09:56:25Z
9,Matthew Perry buried in private ceremony - US media,2023-11-05T09:56:25Z
10,Woman accuses Brand of sexual assault on film set,2023-11-05T09:56:25Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T10:01:25Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T10:01:25Z
3,Four surprises that could upend the 2024 US election,2023-11-05T10:01:25Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T10:01:25Z
5,What a Trump second term would look like,2023-11-05T10:01:25Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T10:01:25Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T10:01:25Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T10:01:25Z
9,Matthew Perry buried in private ceremony - US media,2023-11-05T10:01:25Z
10,Woman accuses Brand of sexual assault on film set,2023-11-05T10:01:25Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T10:06:26Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T10:06:26Z
3,Four surprises that could upend the 2024 US election,2023-11-05T10:06:26Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T10:06:26Z
5,What a Trump second term would look like,2023-11-05T10:06:26Z
6,Blinken rejects call for Israeli ceasefire in Gaza,2023-11-05T10:06:26Z
7,Bowen: Five new realities after four weeks of Israel-Gaza war,2023-11-05T10:06:26Z
8,Red-hot Afrobeats star Rema doesnâ€™t intend to calm down,2023-11-05T10:06:26Z
9,Matthew Perry buried in private ceremony - US media,2023-11-05T10:06:26Z
10,Woman accuses Brand of sexual assault on film set,2023-11-05T10:06:26Z
1,Hostage situation at Germany's Hamburg airport,2023-11-05T10:11:27Z
2,Rock in a hard place as French border keeps neighbours apart,2023-11-05T10:11:27Z
3,Four surprises that could upend the 2024 US election,2023-11-05T10:11:27Z
4,Israel-Gaza war taking focus from Ukraine - Zelensky,2023-11-05T10:11:27Z
5,What a Trump second term would look like,2023-11-05T10:11:27Z
